#idx		abs_period		abs_deadline		abs_start		abs_end		rel_period		rel_start		rel_end		duration		miss
4		689360026753		689360025253		689360025379		689360029128		4026		2652		6401		0		3749		0		0		0
4		689360029736		689360028236		689360029129		689360031346		7009		6402		8619		0		2217		0		0		0
4		689360032739		689360031239		689360031347		689360033485		10012		8620		10758		0		2138		0		0		0
4		689360038734		689360037234		689360036656		689360039306		16007		13929		16579		0		2650		0		0		0
4		689360041733		689360040233		689360039306		689360041738		19006		16579		19011		0		2432		0		0		0
4		689360044737		689360043237		689360042006		689360044753		22010		19279		22026		0		2747		0		0		0
4		689360047737		689360046237		689360045133		689360047755		25010		22406		25028		0		2622		0		0		0
4		689360050735		689360049235		689360048225		689360051128		28008		25498		28401		0		2903		0		0		0
4		689360053734		689360052234		689360051351		689360054176		31007		28624		31449		0		2825		0		0		0
4		689360056737		689360055237		689360054363		689360057742		34010		31636		35015		0		3379		0		0		0
4		689360059734		689360058234		689360057743		689360060358		37007		35016		37631		0		2615		0		0		0
4		689360062733		689360061233		689360060358		689360062737		40006		37631		40010		0		2379		0		0		0
4		689360065734		689360064234		689360063209		689360065834		43007		40482		43107		0		2625		0		0		0
4		689360068734		689360067234		689360065974		689360068738		46007		43247		46011		0		2764		0		0		0
4		689360071734		689360070234		689360068738		689360071741		49007		46011		49014		0		3003		0		0		0
4		689360074734		689360073234		689360071742		689360074750		52007		49015		52023		0		3008		0		0		0
4		689360077735		689360076235		689360074755		689360077739		55008		52028		55012		0		2984		0		0		0
4		689360080733		689360079233		689360077935		689360081624		58006		55208		58897		0		3689		0		0		0
4		689360083734		689360082234		689360081624		689360084470		61007		58897		61743		0		2846		0		0		0
4		689360086734		689360085234		689360084470		689360086793		64007		61743		64066		0		2323		0		0		0
4		689360089734		689360088234		689360087170		689360089737		67007		64443		67010		0		2567		0		0		0
4		689360092734		689360091234		689360089738		689360092745		70007		67011		70018		0		3007		0		0		0
4		689360095734		689360094234		689360092746		689360095743		73007		70019		73016		0		2997		0		0		0
4		689360098733		689360097233		689360095744		689360098742		76006		73017		76015		0		2998		0		0		0
4		689360101734		689360100234		689360098743		689360101752		79007		76016		79025		0		3009		0		0		0
4		689360104736		689360103236		689360101990		689360104739		82009		79263		82012		0		2749		0		0		0
4		689360107735		689360106235		689360105685		689360108145		85008		82958		85418		0		2460		0		0		0
4		689360110733		689360109233		689360108146		689360110738		88006		85419		88011		0		2592		0		0		0
4		689360113734		689360112234		689360110973		689360113739		91007		88246		91012		0		2766		0		0		0
4		689360116734		689360115234		689360114108		689360116738		94007		91381		94011		0		2630		0		0		0
4		689360119733		689360118233		689360117299		689360119967		97006		94572		97240		0		2668		0		0		0
4		689360122734		689360121234		689360120689		689360123794		100007		97962		101067		0		3105		0		0		0
4		689360128734		689360127234		689360125777		689360128746		106007		103050		106019		0		2969		0		0		0
4		689360131739		689360130239		689360128988		689360131744		109012		106261		109017		0		2756		0		0		0
4		689360134734		689360133234		689360132223		689360134738		112007		109496		112011		0		2515		0		0		0
4		689360140735		689360139235		689360137774		689360140739		118008		115047		118012		0		2965		0		0		0
4		689360143734		689360142234		689360141435		689360144127		121007		118708		121400		0		2692		0		0		0
4		689360146738		689360145238		689360144678		689360147959		124011		121951		125232		0		3281		0		0		0
4		689360149743		689360148243		689360147959		689360150581		127016		125232		127854		0		2622		0		0		0
4		689360155751		689360154251		689360152771		689360155759		133024		130044		133032		0		2988		0		0		0
4		689360158734		689360157234		689360157347		689360159377		136007		134620		136650		0		2030		0		0		0
4		689360161740		689360160240		689360159378		689360161744		139013		136651		139017		0		2366		0		0		0
4		689360167735		689360166235		689360164775		689360167739		145008		142048		145012		0		2964		0		0		0
4		689360170734		689360169234		689360168540		689360170738		148007		145813		148011		0		2198		0		0		0
4		689360173734		689360172234		689360171029		689360173739		151007		148302		151012		0		2710		0		0		0
4		689360176734		689360175234		689360173960		689360176738		154007		151233		154011		0		2778		0		0		0
4		689360179735		689360178235		689360177134		689360180477		157008		154407		157750		0		3343		0		0		0
4		689360182742		689360181242		689360180621		689360183986		160015		157894		161259		0		3365		0		0		0
4		689360188735		689360187235		689360185779		689360188745		166008		163052		166018		0		2966		0		0		0
4		689360191742		689360190242		689360188746		689360191747		169015		166019		169020		0		3001		0		0		0
4		689360194734		689360193234		689360192361		689360194738		172007		169634		172011		0		2377		0		0		0
4		689360197734		689360196234		689360195294		689360197738		175007		172567		175011		0		2444		0		0		0
4		689360200733		689360199233		689360198024		689360201015		178006		175297		178288		0		2991		0		0		0
4		689360203737		689360202237		689360201604		689360204040		181010		178877		181313		0		2436		0		0		0
4		689360209743		689360208243		689360206776		689360209753		187016		184049		187026		0		2977		0		0		0
