#idx		abs_period		abs_deadline		abs_start		abs_end		rel_period		rel_start		rel_end		duration		miss
2		689328090897		689328090397		689328090280		689328094157		4015		3398		7275		0		3877		0		0		0
2		689328094894		689328094394		689328094158		689328096367		8012		7276		9485		0		2209		0		0		0
2		689328098945		689328098445		689328096980		689328099158		12063		10098		12276		0		2178		0		0		0
2		689328102886		689328102386		689328100917		689328103043		16004		14035		16161		0		2126		0		0		0
2		689328106888		689328106388		689328104919		689328107037		20006		18037		20155		0		2118		0		0		0
2		689328110886		689328110386		689328108919		689328110996		24004		22037		24114		0		2077		0		0		0
2		689328114886		689328114386		689328112920		689328114950		28004		26038		28068		0		2030		0		0		0
2		689328118886		689328118386		689328116919		689328118925		32004		30037		32043		0		2006		0		0		0
2		689328122886		689328122386		689328120920		689328122945		36004		34038		36063		0		2025		0		0		0
2		689328126886		689328126386		689328124919		689328126944		40004		38037		40062		0		2025		0		0		0
2		689328130886		689328130386		689328128918		689328131061		44004		42036		44179		0		2143		0		0		0
2		689328134886		689328134386		689328132919		689328135058		48004		46037		48176		0		2139		0		0		0
2		689328138886		689328138386		689328136918		689328138919		52004		50036		52037		0		2001		0		0		0
2		689328142886		689328142386		689328140918		689328142929		56004		54036		56047		0		2011		0		0		0
2		689328146886		689328146386		689328144918		689328146967		60004		58036		60085		0		2049		0		0		0
2		689328150886		689328150386		689328148917		689328151251		64004		62035		64369		0		2334		0		0		0
2		689328154886		689328154386		689328152918		689328155010		68004		66036		68128		0		2092		0		0		0
2		689328158887		689328158387		689328156920		689328158991		72005		70038		72109		0		2071		0		0		0
2		689328162887		689328162387		689328160920		689328163015		76005		74038		76133		0		2095		0		0		0
2		689328166887		689328166387		689328164919		689328166932		80005		78037		80050		0		2013		0		0		0
2		689328170886		689328170386		689328168918		689328171101		84004		82036		84219		0		2183		0		0		0
2		689328174886		689328174386		689328172917		689328175032		88004		86035		88150		0		2115		0		0		0
2		689328178886		689328178386		689328176919		689328178992		92004		90037		92110		0		2073		0		0		0
2		689328182887		689328182387		689328180920		689328183004		96005		94038		96122		0		2084		0		0		0
2		689328186886		689328186386		689328184917		689328186985		100004		98035		100103		0		2068		0		0		0
2		689328190886		689328190386		689328188919		689328190996		104004		102037		104114		0		2077		0		0		0
2		689328194886		689328194386		689328192919		689328194962		108004		106037		108080		0		2043		0		0		0
2		689328198886		689328198386		689328196919		689328198929		112004		110037		112047		0		2010		0		0		0
2		689328202886		689328202386		689328200919		689328202955		116004		114037		116073		0		2036		0		0		0
2		689328206886		689328206386		689328204927		689328207014		120004		118045		120132		0		2087		0		0		0
2		689328210886		689328210386		689328208920		689328210936		124004		122038		124054		0		2016		0		0		0
2		689328214886		689328214386		689328212920		689328215161		128004		126038		128279		0		2241		0		0		0
2		689328218886		689328218386		689328216917		689328219309		132004		130035		132427		0		2392		0		0		0
2		689328222886		689328222386		689328220917		689328222999		136004		134035		136117		0		2082		0		0		0
2		689328226886		689328226386		689328224917		689328227027		140004		138035		140145		0		2110		0		0		0
2		689328230886		689328230386		689328228919		689328230994		144004		142037		144112		0		2075		0		0		0
2		689328234886		689328234386		689328232917		689328234974		148004		146035		148092		0		2057		0		0		0
2		689328238886		689328238386		689328236917		689328238936		152004		150035		152054		0		2019		0		0		0
2		689328242886		689328242386		689328240918		689328242933		156004		154036		156051		0		2015		0		0		0
2		689328246886		689328246386		689328244918		689328246943		160004		158036		160061		0		2025		0		0		0
2		689328250886		689328250386		689328248917		689328250930		164004		162035		164048		0		2013		0		0		0
2		689328254886		689328254386		689328252920		689328254999		168004		166038		168117		0		2079		0		0		0
2		689328258886		689328258386		689328256919		689328258993		172004		170037		172111		0		2074		0		0		0
2		689328262886		689328262386		689328260919		689328263011		176004		174037		176129		0		2092		0		0		0
2		689328266886		689328266386		689328264920		689328267013		180004		178038		180131		0		2093		0		0		0
2		689328270886		689328270386		689328268920		689328270979		184004		182038		184097		0		2059		0		0		0
2		689328274886		689328274386		689328272918		689328275031		188004		186036		188149		0		2113		0		0		0
2		689328278886		689328278386		689328276919		689328279011		192004		190037		192129		0		2092		0		0		0
2		689328282886		689328282386		689328280919		689328283351		196004		194037		196469		0		2432		0		0		0
